,A01,A02,A03,A09,A10,A11,A12,A14,A15,A16,B01_011,B01_012,B01_013,B02_001,B02_002,B02_003,B02_004,B02_005,B02_006,B02_007,B02_008,B02_010,B03_014,B04_009,S01,S02,S03,S04,time
916,24.1,85.2,0.0,515.0,23.4,95.7,0.0,182.0,0.0,,,,,,,,,,,,,,,,24.2,22.7,0.5,12.6,2018-06-11 18:30:00
917,24.0,85.1,0.0,524.0,23.4,95.8,0.0,177.0,0.0,,,,,,,,,,,,,,,,24.2,22.6,0.5,12.7,2018-06-11 18:35:00
918,23.9,85.1,0.0,527.0,23.5,95.9,0.0,180.0,0.0,,,,,,,,,,,,,,,,24.2,22.7,0.5,12.7,2018-06-11 18:40:00
919,23.9,85.5,0.0,524.0,23.2,95.9,0.0,241.0,0.0,,,,,,,,,,,,,,,,24.2,22.6,0.5,12.7,2018-06-11 18:45:00
920,23.9,85.7,0.0,546.0,23.2,95.9,0.0,241.0,0.0,,,,,,,,,,,,,,,,24.2,22.5,0.5,12.7,2018-06-11 18:50:00
921,23.8,85.4,0.0,545.0,23.2,96.1,0.0,158.0,0.0,,,,,,,,,,,,,,,,24.1,22.5,0.5,12.7,2018-06-11 18:55:00
922,23.8,85.6,0.0,543.0,23.2,96.2,0.0,150.0,0.0,,,,,,,,,,,,,,,,24.1,22.6,0.5,12.7,2018-06-11 19:00:00
923,23.7,85.8,0.0,544.0,23.1,96.2,0.0,174.0,0.0,,,,,,,,,,,,,,,,24.1,22.5,0.5,12.8,2018-06-11 19:05:00
924,23.7,85.7,0.0,545.0,23.0,96.2,0.0,175.0,0.0,,,,,,,,,,,,,,,,24.0,22.7,0.5,12.8,2018-06-11 19:10:00
925,23.6,86.0,0.0,544.0,23.0,96.2,0.0,203.0,0.0,,,,,,,,,,,,,,,,24.0,22.7,0.5,12.8,2018-06-11 19:15:00
926,23.7,86.0,0.0,544.0,23.0,96.3,0.0,214.0,0.0,,,,,,,,,,,,,,,,24.0,22.6,0.5,12.8,2018-06-11 19:20:00
927,23.6,86.3,0.0,541.0,23.0,96.4,0.0,214.0,0.0,,,,,,,,,,,,,,,,24.0,22.6,0.5,12.8,2018-06-11 19:25:00
928,23.6,86.7,0.0,539.0,23.1,96.5,0.0,214.0,0.0,,,,,,,,,,,,,,,,24.0,22.5,0.5,12.9,2018-06-11 19:30:00
929,23.7,86.8,0.0,537.0,23.0,96.5,0.0,214.0,0.0,,,,,,,,,,,,,,,,24.0,22.6,0.5,12.9,2018-06-11 19:35:00
930,23.7,86.6,0.0,537.0,23.1,96.5,0.0,139.0,0.0,,,,,,,,,,,,,,,,24.0,22.6,0.5,12.9,2018-06-11 19:40:00
931,23.7,86.7,0.0,539.0,23.2,96.4,0.0,166.0,0.0,,,,,,,,,,,,,,,,24.0,22.6,0.5,12.9,2018-06-11 19:45:00
932,23.7,86.8,0.0,542.0,23.3,96.4,0.0,175.0,0.0,,,,,,,,,,,,,,,,24.0,22.5,0.5,12.9,2018-06-11 19:50:00
933,23.8,87.0,0.0,542.0,23.4,96.3,0.0,175.0,0.0,,,,,,,,,,,,,,,,24.0,22.7,0.5,12.9,2018-06-11 19:55:00
934,23.9,87.2,0.0,535.0,23.5,96.2,0.0,176.0,0.0,,,,,,,,,,,,,,,,24.0,22.5,0.5,13.0,2018-06-11 20:00:00
935,23.9,87.3,0.0,534.0,23.5,96.1,0.0,252.0,0.0,,,,,,,,,,,,,,,,24.0,22.5,0.5,12.9,2018-06-11 20:05:00
936,23.9,87.1,0.0,516.0,23.5,96.0,0.0,252.0,0.0,,,,,,,,,,,,,,,,24.0,22.6,0.5,13.0,2018-06-11 20:10:00
937,24.0,87.2,0.0,517.0,23.5,95.9,0.0,252.0,0.0,,,,,,,,,,,,,,,,24.0,22.6,0.5,12.9,2018-06-11 20:15:00
938,24.0,87.1,0.0,519.0,23.6,95.7,0.0,133.0,0.0,,,,,,,,,,,,,,,,24.0,22.5,0.5,13.0,2018-06-11 20:20:00
939,24.0,87.3,0.0,522.0,23.7,95.6,0.0,133.0,0.0,,,,,,,,,,,,,,,,24.0,22.5,0.5,12.9,2018-06-11 20:25:00
940,24.0,87.3,0.0,523.0,23.7,95.3,0.0,134.0,0.0,,,,,,,,,,,,,,,,24.0,22.6,0.5,13.0,2018-06-11 20:30:00
941,24.1,87.1,0.0,518.0,23.7,95.0,0.0,134.0,0.0,,,,,,,,,,,,,,,,24.0,22.6,0.5,13.0,2018-06-11 20:35:00
942,24.1,87.2,0.0,513.0,23.7,95.0,0.0,133.0,0.0,,,,,,,,,,,,,,,,24.0,22.6,0.5,13.0,2018-06-11 20:40:00
943,24.1,87.3,0.0,516.0,23.8,95.2,0.0,117.0,0.0,,,,,,,,,,,,,,,,24.0,22.6,0.5,13.0,2018-06-11 20:45:00
944,24.1,87.2,1.0,517.0,23.8,95.1,0.0,117.0,0.0,,,,,,,,,,,,,,,,24.0,22.6,0.5,13.0,2018-06-11 20:50:00
945,24.1,87.2,5.0,516.0,23.8,94.9,4.0,142.0,0.0,,,,,,,,,,,,,,,,24.0,22.5,0.5,13.0,2018-06-11 20:55:00
946,24.2,87.1,16.0,515.0,23.9,94.7,19.0,143.0,0.0,,,,,,,,,,,,,,,,24.0,22.6,0.5,13.0,2018-06-11 21:00:00
947,24.2,87.1,37.0,518.0,24.0,94.7,43.0,143.0,0.0,,,,,,,,,,,,,,,,24.0,22.7,0.5,13.0,2018-06-11 21:05:00
948,24.2,87.0,60.0,520.0,24.0,94.5,73.0,144.0,0.0,,,,,,,,,,,,,,,,24.0,22.6,0.5,13.0,2018-06-11 21:10:00
949,24.3,87.1,120.0,521.0,24.1,94.7,153.0,144.0,0.0,,,,,,,,,,,,,,,,24.0,22.5,0.5,13.0,2018-06-11 21:15:00
950,24.3,87.1,240.0,523.0,24.1,94.6,303.0,144.0,0.0,,,,,,,,,,,,,,,,24.1,22.6,0.5,13.0,2018-06-11 21:20:00
951,24.3,87.0,377.0,524.0,24.1,94.7,505.0,19.0,0.0,,,,,,,,,,,,,,,,24.1,22.6,0.5,13.0,2018-06-11 21:25:00
952,24.4,87.0,532.0,521.0,24.1,94.7,632.0,19.0,0.0,,,,,,,,,,,,,,,,24.1,22.7,0.5,13.0,2018-06-11 21:30:00
953,24.4,86.9,576.0,523.0,24.2,94.6,730.0,19.0,0.0,,,,,,,,,,,,,,,,24.1,22.6,0.5,13.0,2018-06-11 21:35:00
954,24.4,86.7,852.0,525.0,24.3,94.3,1088.0,19.0,0.0,,,,,,,,,,,,,,,,24.1,22.5,0.5,13.0,2018-06-11 21:40:00
955,24.5,86.7,1117.0,525.0,24.4,93.5,1373.0,19.0,0.0,,,,,,,,,,,,,,,,24.1,22.7,0.5,13.0,2018-06-11 21:45:00
956,24.6,86.5,1509.0,521.0,24.5,93.0,1843.0,19.0,0.0,,,,,,,,,,,,,,,,24.2,22.6,0.5,13.0,2018-06-11 21:50:00
957,24.7,86.1,1578.0,519.0,24.6,92.7,1892.0,219.0,0.0,,,,,,,,,,,,,,,,24.2,22.7,0.5,13.0,2018-06-11 21:55:00
958,24.8,85.8,1520.0,518.0,24.7,92.4,1928.0,209.0,0.0,,,,,,,,,,,,,,,,24.2,22.6,0.5,13.0,2018-06-11 22:00:00
959,24.9,85.5,1635.0,516.0,24.9,92.0,2166.0,219.0,0.0,,,,,,,,,,,,,,,,24.2,22.5,0.5,13.0,2018-06-11 22:05:00
960,25.0,84.3,2396.0,513.0,25.0,91.6,2840.0,224.0,0.0,,,,,,,,,,,,,,,,24.3,22.6,0.5,13.0,2018-06-11 22:10:00
961,25.2,84.0,3156.0,510.0,25.2,90.9,4124.0,225.0,0.0,,,,,,,,,,,,,,,,24.5,22.7,0.5,13.0,2018-06-11 22:15:00
962,25.5,82.7,5184.0,508.0,25.7,89.1,6213.0,72.0,0.0,,,,,,,,,,,,,,,,24.6,22.8,0.5,13.0,2018-06-11 22:20:00
963,26.1,80.0,5783.0,503.0,26.3,86.7,7184.0,83.0,0.0,,,,,,,,,,,,,,,,24.6,22.3,0.5,13.0,2018-06-11 22:25:00
964,26.5,77.8,7741.0,497.0,26.6,84.4,9534.0,80.0,0.5,,,,,,,,,,,,,,,,24.7,22.6,0.5,13.0,2018-06-11 22:30:00
965,26.9,76.2,7142.0,495.0,27.0,82.4,9020.0,84.0,0.8,,,,,,,,,,,,,,,,24.8,23.0,0.5,13.0,2018-06-11 22:35:00
966,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-11 22:38:24
967,27.2,75.6,8524.0,493.0,27.6,81.6,9751.0,198.0,0.0,,,,,,,,,,,,,,,,25.2,22.5,0.5,12.9,2018-06-11 22:40:00
968,27.6,74.1,8524.0,485.0,28.4,78.7,9474.0,244.0,0.0,,,,,,,,,,,,,,,,25.2,22.2,0.5,12.8,2018-06-11 22:45:00
969,27.7,73.3,7464.0,480.0,28.7,76.5,8653.0,260.0,0.0,,,,,,,,,,,,,,,,25.5,23.0,0.5,12.8,2018-06-11 22:50:00
970,27.8,73.0,5667.0,479.0,28.3,78.0,7776.0,354.0,0.0,,,,,,,,,,,,,,,,25.5,22.8,0.5,12.7,2018-06-11 22:55:00
971,27.7,72.4,7833.0,479.0,27.8,79.4,9085.0,343.0,0.0,,,,,,,,,,,,,,,,25.3,22.7,0.5,12.6,2018-06-11 23:00:00
972,27.3,73.4,7142.0,481.0,27.9,79.0,8641.0,127.0,0.3,,,,,,,,,,,,,,,,25.5,22.8,0.5,12.6,2018-06-11 23:05:00
973,27.3,73.6,6773.0,485.0,27.7,79.3,9123.0,66.0,0.4,,,,,,,,,,,,,,,,25.5,22.8,0.5,12.6,2018-06-11 23:10:00
974,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-11 23:13:21
975,27.6,72.2,7418.0,490.0,27.8,79.4,10563.0,39.0,0.0,,,,,,,,,,,,,,,,25.7,22.8,0.5,12.5,2018-06-11 23:15:00
976,27.8,72.8,7280.0,486.0,28.2,77.7,9666.0,174.0,0.0,,,,,,,,,,,,,,,,25.8,22.5,0.5,12.5,2018-06-11 23:20:00
977,28.1,71.7,6128.0,485.0,28.2,78.3,7898.0,306.0,0.0,,,,,,,,,,,,,,,,26.0,22.7,0.5,12.5,2018-06-11 23:25:00
978,28.2,70.8,6589.0,483.0,27.8,79.0,8463.0,295.0,0.5,,,,,,,,,,,,,,,,26.0,22.6,0.5,12.4,2018-06-11 23:30:00
979,28.2,70.7,7372.0,481.0,27.7,79.5,8752.0,313.0,0.0,,,,,,,,,,,,,,,,26.0,22.1,0.5,12.4,2018-06-11 23:35:00
980,28.4,70.8,9354.0,477.0,28.1,77.8,11892.0,273.0,0.0,,,,,,,,,,,,,,,,26.1,22.7,0.5,12.3,2018-06-11 23:40:00
981,28.8,68.8,12533.0,475.0,29.2,75.4,17647.0,230.0,0.0,,,,,,,,,,,,,,,,26.2,22.5,0.5,12.3,2018-06-11 23:45:00
982,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-11 23:48:23
983,30.2,64.6,15943.0,473.0,30.7,68.1,16036.0,92.0,0.1,,,,,,,,,,,,,,,,26.7,23.1,0.5,12.6,2018-06-11 23:50:00
984,30.2,64.9,13731.0,472.0,31.3,66.4,15471.0,180.0,0.0,,,,,,,,,,,,,,,,27.0,22.8,0.5,12.4,2018-06-11 23:55:00
985,30.5,63.8,11612.0,471.0,30.5,69.5,12950.0,151.0,0.2,,,,,,,,,,,,,,,,27.1,22.7,0.5,12.0,2018-06-12 00:00:00
986,30.2,62.9,11427.0,472.0,29.9,71.3,14232.0,100.0,0.5,,,,,,,,,,,,,,,,26.8,23.0,0.5,11.8,2018-06-12 00:05:00
987,29.2,65.7,13363.0,474.0,29.8,71.8,15404.0,101.0,0.0,,,,,,,,,,,,,,,,27.0,23.0,0.5,11.6,2018-06-12 00:10:00
988,29.2,65.7,13363.0,474.0,29.9,70.1,16041.0,357.0,0.3,,,,,,,,,,,,,,,,27.0,23.0,0.5,11.6,2018-06-12 00:15:00
989,29.2,65.7,13363.0,474.0,30.4,69.5,16016.0,109.0,1.2,,,,,,,,,,,,,,,,27.0,23.0,0.5,11.6,2018-06-12 00:20:00
990,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-12 00:23:22
991,30.9,62.0,35942.0,467.0,32.0,64.7,27124.0,314.0,0.4,,,,,,,,,,,,,,,,27.5,22.8,0.5,11.5,2018-06-12 00:25:00
992,32.5,56.8,31150.0,460.0,33.7,57.6,19936.0,353.0,0.7,,,,,,,,,,,,,,,,28.1,22.6,0.5,11.5,2018-06-12 00:30:00
993,32.7,55.6,16773.0,461.0,32.5,61.6,21181.0,276.0,0.0,,,,,,,,,,,,,,,,28.5,22.8,0.5,11.3,2018-06-12 00:35:00
994,32.6,56.0,14837.0,462.0,32.8,62.5,19531.0,21.0,0.0,,,,,,,,,,,,,,,,28.1,22.7,0.5,11.2,2018-06-12 00:40:00
995,32.4,56.6,12810.0,463.0,31.8,63.9,18256.0,298.0,0.0,,,,,,,,,,,,,,,,28.6,22.7,0.5,11.1,2018-06-12 00:45:00
996,32.7,56.8,16404.0,456.0,32.6,61.3,20296.0,227.0,0.0,,,,,,,,,,,,,,,,28.8,22.8,0.5,11.1,2018-06-12 00:50:00
997,32.4,56.1,18800.0,451.0,33.2,58.9,22622.0,359.0,0.4,,,,,,,,,,,,,,,,28.6,22.7,0.5,11.0,2018-06-12 00:55:00
998,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-12 00:58:23
999,32.9,54.3,19445.0,451.0,33.3,58.0,26013.0,126.0,0.6,,,,,,,,,,,,,,,,28.6,22.7,0.5,11.0,2018-06-12 01:00:00
1000,32.2,56.5,22763.0,442.0,33.5,58.0,27634.0,101.0,0.0,,,,,,,,,,,,,,,,28.6,22.7,0.5,10.8,2018-06-12 01:05:00
1001,32.2,56.3,47554.0,449.0,34.8,54.8,25091.0,341.0,0.5,,,,,,,,,,,,,,,,29.2,22.7,0.5,10.8,2018-06-12 01:10:00
1002,32.7,51.5,18616.0,439.0,37.2,48.9,25106.0,304.0,0.0,,,,,,,,,,,,,,,,28.8,22.7,0.5,10.8,2018-06-12 01:15:00
1003,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,,2018-06-12 01:19:57
1004,35.1,46.3,42762.0,435.0,38.6,43.0,25448.0,292.0,0.5,,,,,,,,,,,,,,,,30.5,22.7,0.5,10.8,2018-06-12 01:20:00
1005,35.4,43.0,44236.0,432.0,38.7,43.9,25063.0,256.0,0.0,,,,,,,,,,,,,,,,30.0,22.7,0.5,10.7,2018-06-12 01:25:00
1006,35.1,45.2,45527.0,428.0,37.8,44.5,25363.0,336.0,0.7,,,,,,,,,,,,,,,,30.2,22.8,0.5,10.6,2018-06-12 01:30:00
1007,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-12 01:33:22
1008,35.0,45.5,47554.0,432.0,36.7,49.6,24687.0,299.0,0.7,,,,,,,,,,,,,,,,31.0,22.7,0.5,10.6,2018-06-12 01:35:00
1009,36.0,43.3,34283.0,436.0,35.5,53.2,21608.0,296.0,1.3,,,,,,,,,,,,,,,,31.0,22.7,0.5,10.3,2018-06-12 01:40:00
1010,36.4,41.4,23777.0,432.0,36.5,46.9,22775.0,90.0,0.3,,,,,,,,,,,,,,,,31.0,22.7,0.5,10.3,2018-06-12 01:45:00
1011,36.1,42.7,27463.0,433.0,37.3,45.2,22982.0,39.0,1.1,,,,,,,,,,,,,,,,31.0,22.7,0.5,10.3,2018-06-12 01:50:00
1012,35.5,42.7,45342.0,428.0,37.3,47.4,21495.0,279.0,0.2,,,,,,,,,,,,,,,,30.7,22.6,0.5,10.3,2018-06-12 01:55:00
1013,35.7,42.7,46264.0,428.0,37.5,45.4,23580.0,71.0,0.6,,,,,,,,,,,,,,,,31.2,22.7,0.5,10.2,2018-06-12 02:00:00
1014,35.5,43.3,44974.0,424.0,36.7,47.1,22702.0,208.0,0.7,,,,,,,,,,,,,,,,30.8,22.6,0.5,10.2,2018-06-12 02:05:00
1015,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-12 02:08:21
1016,36.3,42.6,44974.0,429.0,37.3,46.6,22955.0,168.0,0.7,,,,,,,,,,,,,,,,31.7,22.7,0.5,10.2,2018-06-12 02:10:00
1017,35.3,44.2,50872.0,427.0,37.5,45.3,22990.0,185.0,0.6,,,,,,,,,,,,,,,,31.2,22.7,0.5,9.9,2018-06-12 02:15:00
1018,35.7,42.6,55296.0,429.0,37.6,44.6,23774.0,77.0,1.6,,,,,,,,,,,,,,,,31.6,22.7,0.5,9.9,2018-06-12 02:20:00
1019,36.3,42.3,50872.0,424.0,36.6,46.3,23027.0,337.0,0.8,,,,,,,,,,,,,,,,32.0,22.7,0.5,9.8,2018-06-12 02:25:00
1020,36.2,42.2,52715.0,423.0,37.3,45.4,23188.0,81.0,1.7,,,,,,,,,,,,,,,,31.6,22.7,0.5,9.6,2018-06-12 02:30:00
1021,35.9,43.1,52715.0,416.0,37.1,45.6,17493.0,169.0,0.6,,,,,,,,,,,,,,,,31.7,22.7,0.5,9.7,2018-06-12 02:35:00
1022,36.6,42.6,57139.0,421.0,36.6,48.2,24702.0,103.0,1.5,,,,,,,,,,,,,,,,32.2,22.7,0.5,9.7,2018-06-12 02:40:00
1023,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-12 02:43:21
1024,36.9,40.4,32071.0,424.0,35.2,50.0,21690.0,79.0,1.2,,,,,,,,,,,,,,,,32.0,22.7,0.5,9.6,2018-06-12 02:45:00
1025,36.6,40.6,62300.0,424.0,35.9,50.8,14809.0,66.0,0.0,,,,,,,,,,,,,,,,32.2,22.7,0.5,9.5,2018-06-12 02:50:00
1026,36.1,44.1,19077.0,425.0,35.4,50.8,18402.0,107.0,1.6,,,,,,,,,,,,,,,,32.2,22.7,0.5,9.3,2018-06-12 02:55:00
1027,35.1,46.2,13086.0,424.0,34.6,55.4,15545.0,101.0,1.0,,,,,,,,,,,,,,,,31.7,22.7,0.5,9.2,2018-06-12 03:00:00
1028,34.7,47.1,46632.0,421.0,34.6,54.5,24803.0,105.0,1.2,,,,,,,,,,,,,,,,32.5,22.7,0.5,9.3,2018-06-12 03:05:00
1029,36.6,43.2,42946.0,417.0,35.8,48.7,23989.0,46.0,0.8,,,,,,,,,,,,,,,,32.7,22.7,0.5,9.3,2018-06-12 03:10:00
1030,37.1,41.9,48291.0,415.0,36.9,47.4,24534.0,299.0,0.9,,,,,,,,,,,,,,,,32.2,22.7,0.5,9.3,2018-06-12 03:15:00
1031,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-12 03:18:21
1032,36.9,39.7,50872.0,414.0,38.2,43.0,25562.0,247.0,1.2,,,,,,,,,,,,,,,,32.7,22.7,0.5,9.2,2018-06-12 03:20:00
1033,37.6,38.9,55296.0,416.0,38.2,45.8,24526.0,87.0,0.6,,,,,,,,,,,,,,,,33.0,22.6,0.5,9.2,2018-06-12 03:25:00
1034,37.3,41.8,56770.0,415.0,35.9,48.4,16499.0,81.0,1.6,,,,,,,,,,,,,,,,32.5,22.6,0.5,9.2,2018-06-12 03:30:00
1035,37.0,42.6,72622.0,411.0,34.2,54.1,15158.0,104.0,1.4,,,,,,,,,,,,,,,,32.5,22.7,0.5,9.1,2018-06-12 03:35:00
1036,37.4,39.2,39997.0,416.0,34.4,53.7,26648.0,110.0,0.5,,,,,,,,,,,,,,,,32.4,22.6,0.5,9.1,2018-06-12 03:40:00
1037,37.3,40.4,32624.0,413.0,34.9,50.4,20870.0,104.0,0.9,,,,,,,,,,,,,,,,32.5,22.7,0.5,9.1,2018-06-12 03:45:00
1038,36.7,40.6,32624.0,416.0,35.2,51.8,26712.0,85.0,1.5,,,,,,,,,,,,,,,,32.7,22.7,0.5,9.1,2018-06-12 03:50:00
1039,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-12 03:53:21
1040,38.1,36.9,32808.0,414.0,35.6,48.0,27405.0,116.0,0.9,,,,,,,,,,,,,,,,33.0,22.7,0.5,9.1,2018-06-12 03:55:00
1041,37.5,38.4,25251.0,415.0,35.4,51.5,26838.0,128.0,0.7,,,,,,,,,,,,,,,,32.4,22.6,0.5,9.0,2018-06-12 04:00:00
1042,35.6,42.1,25251.0,414.0,35.9,48.6,18896.0,125.0,1.1,,,,,,,,,,,,,,,,31.7,22.5,0.5,8.9,2018-06-12 04:05:00
1043,35.1,43.2,25251.0,420.0,34.6,51.6,18048.0,86.0,3.1,,,,,,,,,,,,,,,,31.7,22.6,0.5,8.8,2018-06-12 04:10:00
1044,36.1,41.2,25251.0,417.0,34.8,50.5,27510.0,100.0,2.1,,,,,,,,,,,,,,,,32.7,22.7,0.5,8.9,2018-06-12 04:15:00
1045,37.0,41.3,25251.0,413.0,36.1,48.9,27295.0,181.0,1.2,,,,,,,,,,,,,,,,33.2,22.6,0.5,8.9,2018-06-12 04:20:00
1046,38.2,40.5,25251.0,417.0,36.5,47.1,27835.0,97.0,1.4,,,,,,,,,,,,,,,,34.0,22.6,0.5,8.9,2018-06-12 04:25:00
1047,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-12 04:28:23
1048,38.2,38.4,25251.0,411.0,36.1,47.6,28640.0,86.0,2.8,,,,,,,,,,,,,,,,33.7,22.7,0.5,8.9,2018-06-12 04:30:00
1049,37.1,38.9,25251.0,415.0,34.7,50.3,24671.0,108.0,1.8,,,,,,,,,,,,,,,,32.5,22.7,0.5,8.9,2018-06-12 04:35:00
1050,36.9,40.0,25251.0,416.0,35.0,52.1,26995.0,101.0,1.4,,,,,,,,,,,,,,,,32.9,22.6,0.5,8.8,2018-06-12 04:40:00
1051,36.7,38.4,25251.0,413.0,35.7,49.2,27049.0,97.0,1.0,,,,,,,,,,,,,,,,33.0,22.7,0.5,8.8,2018-06-12 04:45:00
1052,37.1,40.0,25251.0,416.0,35.7,51.8,26694.0,95.0,1.5,,,,,,,,,,,,,,,,33.2,22.7,0.5,8.8,2018-06-12 04:50:00
1053,37.5,40.1,25251.0,419.0,35.7,49.8,25880.0,104.0,2.7,,,,,,,,,,,,,,,,33.5,22.7,0.5,8.8,2018-06-12 04:55:00
1054,36.9,39.6,25251.0,422.0,35.3,49.8,27781.0,85.0,2.9,,,,,,,,,,,,,,,,32.7,22.5,0.5,8.8,2018-06-12 05:00:00
1055,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-12 05:03:20
1056,37.8,39.8,19077.0,420.0,35.4,50.6,26477.0,121.0,3.2,,,,,,,,,,,,,,,,33.4,22.7,0.5,8.8,2018-06-12 05:05:00
1057,37.2,40.4,18339.0,418.0,35.1,50.4,27077.0,128.0,1.3,,,,,,,,,,,,,,,,33.0,22.6,0.5,8.8,2018-06-12 05:10:00
1058,37.6,36.6,22947.0,418.0,34.4,50.6,27645.0,108.0,2.6,,,,,,,,,,,,,,,,33.0,22.7,0.5,8.7,2018-06-12 05:15:00
1059,37.7,40.6,22671.0,419.0,35.2,51.8,27714.0,104.0,1.7,,,,,,,,,,,,,,,,33.0,22.5,0.5,8.7,2018-06-12 05:20:00
1060,38.3,38.2,23592.0,420.0,35.5,51.3,28713.0,96.0,2.4,,,,,,,,,,,,,,,,33.0,22.6,0.5,8.8,2018-06-12 05:25:00
1061,37.8,39.5,22394.0,421.0,35.1,51.3,27966.0,83.0,3.4,,,,,,,,,,,,,,,,33.0,22.6,0.5,8.7,2018-06-12 05:30:00
1062,38.2,40.8,21104.0,419.0,35.9,48.8,27662.0,190.0,1.4,,,,,,,,,,,,,,,,33.2,22.6,0.5,8.7,2018-06-12 05:35:00
1063,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-12 05:38:25
1064,38.6,37.3,21196.0,423.0,35.6,49.7,27648.0,34.0,2.2,,,,,,,,,,,,,,,,33.4,22.6,0.5,8.7,2018-06-12 05:40:00
1065,38.1,39.2,20183.0,423.0,35.3,49.6,26766.0,94.0,3.6,,,,,,,,,,,,,,,,33.0,22.6,0.5,8.7,2018-06-12 05:45:00
1066,38.1,38.6,22118.0,421.0,36.2,48.2,25747.0,94.0,3.1,,,,,,,,,,,,,,,,33.2,22.6,0.5,8.8,2018-06-12 05:50:00
1067,37.5,40.1,23592.0,422.0,34.9,51.5,28483.0,124.0,2.8,,,,,,,,,,,,,,,,32.7,22.5,0.5,8.7,2018-06-12 05:55:00
1068,37.1,40.0,24330.0,420.0,35.1,50.1,29511.0,106.0,3.6,,,,,,,,,,,,,,,,32.5,22.6,0.5,8.7,2018-06-12 06:00:00
1069,37.4,40.1,24514.0,424.0,34.9,51.7,29621.0,94.0,2.0,,,,,,,,,,,,,,,,33.0,22.5,0.5,8.7,2018-06-12 06:05:00
1070,37.3,39.3,24330.0,423.0,34.8,51.1,30656.0,81.0,2.0,,,,,,,,,,,,,,,,33.0,22.7,0.5,8.7,2018-06-12 06:10:00
1071,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-12 06:13:21
1072,37.5,39.1,25067.0,428.0,34.5,52.6,30397.0,95.0,3.6,,,,,,,,,,,,,,,,33.0,22.6,0.5,8.7,2018-06-12 06:15:00
1073,37.7,39.3,21104.0,425.0,35.1,51.2,29651.0,139.0,1.5,,,,,,,,,,,,,,,,33.0,22.5,0.5,8.7,2018-06-12 06:20:00
1074,37.9,40.3,23961.0,426.0,35.6,50.5,29373.0,62.0,1.4,,,,,,,,,,,,,,,,33.2,22.5,0.5,8.8,2018-06-12 06:25:00
1075,36.9,39.5,25251.0,421.0,34.9,52.7,29197.0,93.0,1.8,,,,,,,,,,,,,,,,32.7,22.5,0.5,8.7,2018-06-12 06:30:00
1076,36.5,41.4,25251.0,426.0,34.7,53.7,25581.0,89.0,2.5,,,,,,,,,,,,,,,,32.5,22.3,0.5,8.7,2018-06-12 06:35:00
1077,36.8,40.5,25251.0,427.0,35.4,50.7,27532.0,129.0,1.9,,,,,,,,,,,,,,,,32.7,22.5,0.5,8.8,2018-06-12 06:40:00
1078,36.8,41.6,25251.0,429.0,35.2,51.0,26275.0,151.0,0.9,,,,,,,,,,,,,,,,32.7,22.5,0.5,8.8,2018-06-12 06:45:00
1079,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-12 06:48:20
1080,37.1,40.2,25251.0,429.0,35.0,52.2,24667.0,130.0,2.0,,,,,,,,,,,,,,,,32.7,22.6,0.5,8.8,2018-06-12 06:50:00
1081,36.2,42.2,25251.0,429.0,34.4,53.7,20386.0,79.0,1.5,,,,,,,,,,,,,,,,32.4,22.7,0.5,8.8,2018-06-12 06:55:00
1082,35.8,42.5,25251.0,428.0,33.7,55.0,20708.0,85.0,2.8,,,,,,,,,,,,,,,,32.2,22.7,0.5,8.7,2018-06-12 07:00:00
1083,35.0,45.5,26726.0,425.0,33.5,55.0,25658.0,123.0,2.2,,,,,,,,,,,,,,,,32.0,22.7,0.5,8.6,2018-06-12 07:05:00
1084,35.6,43.3,24514.0,429.0,34.2,52.9,25229.0,101.0,1.5,,,,,,,,,,,,,,,,32.5,22.7,0.5,8.7,2018-06-12 07:10:00
1085,35.5,44.6,23224.0,428.0,34.9,52.4,24908.0,106.0,1.3,,,,,,,,,,,,,,,,32.2,22.7,0.5,8.7,2018-06-12 07:15:00
1086,35.0,43.8,21012.0,429.0,33.6,53.2,24909.0,109.0,2.1,,,,,,,,,,,,,,,,32.0,22.7,0.5,8.7,2018-06-12 07:20:00
